id,name,sku,description,price,special_price,erpstock_label,manufacturer_label,Processeur,Système d'exploitation,Mémoire RAM,Disque Dur,Carte mère,Carte Graphique,Dimensions,Garantie,Couleur
64708,PC de Bureau DELL VOSTRO 3030 i7 14è Gén 16G 512G SSD - Noir,BU-3030-I7-512SSD-DVD-16G-W11P,"Processeur: Intel Core i7 14700 (Up to 5.4 GHz Turbo max , 33Mo de Mémoire Cache, 20-Cores ) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 16 Go DDR5 - Disque Dur: 512Go SSD - Carte Graphique: Intel® UHD Graphics avec Wifi, Bluetooth, 3x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 4x USB 2.0, 1x HDMI 1.4b, 1x RJ-45, 1x DisplayPort 1.4a, 1x prise casque, 1x sortie audio - Avec DVD - Couleur: Noir - Garantie: 1 an + Clavier & Souris Retrait en Magasin ou Livraison Gratuite *",2455,2405.0,En arrivage,DELL,"Intel Core i7 14700 (Up to 5.4 GHz Turbo max , 33Mo de Mémoire Cache, 20",Windows 11 Pro,16 Go DDR5,512Go SSD,,"Intel® UHD Graphics avec Wifi, Bluetooth, 3x USB 3.2 Gen 1 Type",,1 an + Clavier & Souris Retrait en Magasin ou Livraison Gratuite *,Noir
65874,Pc de Bureau ASUS ExpertCenter P500MV i5 13è Gén 24Go 512Go SSD - Gris,P500MV-13420H0540-24G,"Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max , 12Mo Mémoire cache, Octa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 24Go DDR5 - Disque Dur: 512Go SSD - Carte Graphique: Intel® UHD Graphics avec Wi-Fi, Bluetooth, 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 4x USB 2.0 Type-A, 1x HDMI 1.4, 1x RJ45, 1x Displayport 1.4, 1x audio 7.1 canaux (3 ports), 1x prise audio combinée 3,5 mm - Couleur: Gris - Garantie: 1 an + Clavier & Souris Retrait en Magasin ou Livraison Gratuite *",2405,,En stock,ASUS,Intel Core i5,FreeDos,24Go DDR5,512Go SSD,,Intel® UHD Graphics avec Wi,,1 an + Clavier & Souris Retrait en Magasin ou Livraison Gratuite *,Gris
62952,Pc de Bureau Gamer MYTEK i5 14è Gén 16Go RTX 5050 8G,VIKING-14400-5050-1T,"Processeur: Intel Core i5 14400F (Up to 4.7 GHz Turbo max , 20Mo Mémoire cache, 10-Cores ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go ( 2 X 8 Go ) 3200Mhz DDR4 - Disque Dur: MSI SSD SPATIUM M450 M.2 NVME Gen4x4 1To R3600-W3000 - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte graphique: MSI GeForce RTX 5050 8G SHADOW 2X OC - Boîtier Gamer MSI MAG FORGE 120A AIRFLOW / ATX / 6 ventilos Auto RGB - Bloc d'alimentation MSI MAG A500DN 80+Standard - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2419,,Sur commande 48h,MYTEK,"Intel Core i5 14400F (Up to 4.7 GHz Turbo max , 20Mo Mémoire cache, 10",FreeDos,16 Go ( 2 X 8 Go ) 3200Mhz DDR4,MSI SSD SPATIUM M450 M.2 NVME Gen4x4 1To R3600,MSI PRO H610M,MSI GeForce RTX 5050 8G SHADOW 2X OC,,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
58972,PC de Bureau DELL OPTIPLEX 7020 MT Plus i7 14è Gén 8G 512G SSD - Noir,N009O7020MTPEMEA,"Processeur: Intel Core i7 14700 (Up to 5.4 GHz Turbo max , 33Mo de Mémoire Cache, 20-Cores ) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR5 - Disque Dur: 512Go SSD - Carte Graphique: Intel® UHD Graphics avec 4x USB 2.0,1x USB 3.2 Gen 2,1x USB-C 3.2 Gen 2x2, 1x USB-A 3.2 Gen 2, 3x USB-A 3.2 Gen 1, 1x RJ-45,DisplayPort 1.4a,Prise audio universelle - Couleur: Noir - Garantie: 1an Retrait en Magasin ou Livraison Gratuite *",2465,,En stock,DELL,"Intel Core i7 14700 (Up to 5.4 GHz Turbo max , 33Mo de Mémoire Cache, 20",FreeDos,8 Go DDR5,512Go SSD,,"Intel® UHD Graphics avec 4x USB 2.0,1x USB 3.2 Gen 2,1x USB",,1an Retrait en Magasin ou Livraison Gratuite *,Noir
64739,Pc de Bureau Gamer MYTEK i5 12è Gén 16Go RTX5060 8G,PANZER-12400-5060,"Processeur: Intel Core i5-12400F ( 2.50 GHz up to 4.40 GHz Turbo max , 18Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go ( 2 X 8Go ) DDR4 3200MHz - Disque Dur: PNY SSD CS2230 M2 NVMe PCIe Gen3x4 500Go R3300/W2500 - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte graphique: PNY GEFORCE RTX 5060 8Go DUAL FAN - Boîtier GAMER INCA EMG-15XN - BLOC D'ALIMENTATION AEROCOOL LUX 550W BRONZE - Dimensions: 345 x 183 x 430 mm - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2469,,En arrivage,MYTEK,Intel Core i5,FreeDos,16 Go ( 2 X 8Go ) DDR4 3200MHz,PNY SSD CS2230 M2 NVMe PCIe Gen3x4 500Go R3300/W2500,MSI PRO H610M,PNY GEFORCE RTX 5060 8Go DUAL FAN,345 x 183 x 430 mm,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
67984,PC de Bureau All In One HP AI 24-cr2006nk Ultra 5 225U 8Go 512Go SSD - Noir,BD4B4EA,"PC tout en un HP AI 24-cr2006nk - Écran 23.8"" Full HD IPS, Tactile - Processeur: Intel Core Ultra 5 225U (Up to 4,8 GHz Turbo max , 12 Mo de mémoire cache, 12 -Cores ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR5 - Disque Dur: 512 Go SSD - Carte graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 2x USB 2.0 Type-A, 1 sortie HDMI 1.4, 1x RJ-45, 1 prise combinée casque/microphone - Couleur: Noir - Garantie: 1 an + Clavier & Souris Retrait en Magasin ou Livraison Gratuite *",2469,,En stock,HP,"Intel Core Ultra 5 225U (Up to 4,8 GHz Turbo max , 12 Mo de mémoire cache, 12",Windows 11 Famille,8 Go DDR5,512 Go SSD,,Intel UHD Graphics avec Wi,,1 an + Clavier & Souris Retrait en Magasin ou Livraison Gratuite *,Noir
62998,Pc de Bureau Gamer MYTEK AMD RYZEN5 16G RTX 5050 8G,VIKING-5600-5050-1T,"Processeur: AMD Ryzen™ 5 5600 ( 3,5 GHz up to 4,4 GHz Turbo max , 32Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go ( 2 X 8 Go ) 3200Mhz DDR4 - Disque Dur: MSI SSD SPATIUM M450 M.2 NVME Gen4x4 1To R3600-W3000 - Carte mère: MSI B450M-A PRO MAX II - Carte graphique: MSI GeForce RTX 5050 8G SHADOW 2X OC - Boîtier Gamer MSI MAG FORGE 120A AIRFLOW / ATX / 6 ventilos Auto RGB - Bloc d'alimentation MSI MAG A500DN 80+Standard - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2479,,Sur commande 48h,MYTEK,"AMD Ryzen™ 5 5600 ( 3,5 GHz up to 4,4 GHz Turbo max , 32Mo Mémoire cache, Hexa",FreeDos,16 Go ( 2 X 8 Go ) 3200Mhz DDR4,MSI SSD SPATIUM M450 M.2 NVME Gen4x4 1To R3600,MSI B450M,MSI GeForce RTX 5050 8G SHADOW 2X OC,,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
60775,Pc de Bureau Gamer MYTEK i5 14è Gén 16Go RTX 5060 SOLO,HUNTER-14400-5060,"Processeur: Intel Core i5 14400F (Up to 4.7 GHz Turbo max , 20Mo Mémoire cache, 10-Cores ) - Système d'exploitation: FreeDos - Mémoire RAM: 16Go ( 2 x 8Go ) 3200Mhz DDR4 - Disque Dur: Patriot Disque Dur SSD INTERNE  2280 PCIe P300 512Go M.2 - Carte mère: ASUS PRIME H610M-K D4 ARGB - Carte graphique: ZOTAC GAMING GeForce RTX 5060 SOLO - Boîtier REDRAGON PAGOS 1 GC-570 M-ATX - Noir - Alimentation AEROCOOL LUX 550W BRONZE - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2499,,Sur commande 48h,MYTEK,"Intel Core i5 14400F (Up to 4.7 GHz Turbo max , 20Mo Mémoire cache, 10",FreeDos,16Go ( 2 x 8Go ) 3200Mhz DDR4,Patriot Disque Dur SSD INTERNE  2280 PCIe P300 512Go M.2,ASUS PRIME H610M,ZOTAC GAMING GeForce RTX 5060 SOLO,,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
65043,PC de Bureau ALL IN ONE LENOVO IdeaCentre AIO 24IRH9 i7 13è Gén 8Go 512Go SSD,F0HN00PCFE,"Écran 23.8"" Full HD, IPS Tactile - Processeur: Intel Core i7-13620H (Up to 4.90 GHz Turbo max , 24 Mo de mémoire cache, 10-Cores ) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR5 - Disque Dur: 512Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB-A 3.2 Gen 2, 2x USB-A 2.0, 1x USB-C 3.2 Gen 2, 1x entrée HDMI 1.4, 1x sortie HDMI® 2.1 TMDS, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation - Couleur: Gris Luna - Garantie: 1 an + Clavier & Souris Retrait en Magasin ou Livraison Gratuite *",2499,,En stock,LENOVO,Intel Core i7,FreeDos,8 Go DDR5,512Go SSD,,Intel UHD Graphics avec Wi,,1 an + Clavier & Souris Retrait en Magasin ou Livraison Gratuite *,Gris Luna
69555,Pc de Bureau Gamer MYTEK i3 12è Gén 16Go RTX 5060 8G,HLEL-12100-5060,"Processeur: Intel Core i3-12100F (Up to 4,30 GHz Turbo max , 12Mo Mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go ( 2 X 8 Go ) DDR4 3200Mhz - Disque Dur: MSI SSD SPATIUM M371 M.2 NVME Gen3x4 500Go R2200-W1150 - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte graphique: MSI GeForce RTX 5060 8G SHADOW 2X OC - Boîtier Gamer MSI MAG FORGE M100R WHITE / Micro-ATX / 4 ventilo ARGB + Controlleur - Bloc d'alimentation MSI MAG A550BNL 550W BRONZE - Couleur: Blanc - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2499,,En stock,POWERED-BY-MSI-ADVANCED,Intel Core i3,FreeDos,16 Go ( 2 X 8 Go ) DDR4 3200Mhz,MSI SSD SPATIUM M371 M.2 NVME Gen3x4 500Go R2200,MSI PRO H610M,MSI GeForce RTX 5060 8G SHADOW 2X OC,,1 an Retrait en Magasin ou Livraison Gratuite *,Blanc
60280,Pc de Bureau Gamer MYTEK AMD RYZEN 5 16Go RTX 5060 8G,NITRO-5500-5060,"Processeur: AMD Ryzen™ 5 5500 ( 3,6 GHz up to 4,2 GHz Turbo max , 16Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go ( 2 X 8Go ) 3200Mhz DDR4 - Disque Dur: MSI SSD SPATIUM M371 M 2 NVME Gen3x4 1To R2350-W1700 - Carte mère: MSI B450M-A PRO MAX II - Carte Graphique: MSI GeForce RTX 5060 8G VENTUS 2X OC - Boîtier Gamer MSI MAG FORGE 120A AIRFLOW  / ATX / 6 ventilo Auto RGB - MSI BLOC D'ALIMENTATION MAG A550BNL 550W BRONZE - Dimensions: 411.6 x 210 x 498 mm - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2509,,Sur commande 48h,POWERED-BY-MSI-ADVANCED,"AMD Ryzen™ 5 5500 ( 3,6 GHz up to 4,2 GHz Turbo max , 16Mo Mémoire cache, Hexa",FreeDos,16 Go ( 2 X 8Go ) 3200Mhz DDR4,MSI SSD SPATIUM M371 M 2 NVME Gen3x4 1To R2350,MSI B450M,MSI GeForce RTX 5060 8G VENTUS 2X OC,411.6 x 210 x 498 mm,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
61684,PC de Bureau DELL OPTIPLEX 7020 i7 12è Gén 16G 512Go SSD - Noir,N119O7020MTEMEA-16G,"Processeur: Intel Core i7-12700 (Up to 4.90 GHz Turbo max , 25Mo de Mémoire Cache, 12-Cores ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR5 - Disque Dur: 512Go SSD - Carte Graphique: Intel® UHD Graphics avec 4x USB 2.0, 1x USB 3.2 Gen 1, 2x USB-A 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x DisplayPort 1.4a, 1x RJ-45, Prise jack audio universelle - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2529,,Sur commande 48h,DELL,Intel Core i7,FreeDos,16 Go DDR5,512Go SSD,,"Intel® UHD Graphics avec 4x USB 2.0, 1x USB 3.2 Gen 1, 2x USB",,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
69685,Pc de Bureau Gamer MYTEK AMD RYZEN 5 16Go RTX 5060 8Go,LEON-3600-5060-1T,"Processeur: AMD Ryzen™ 5 3600 ( 3.6 GHz up to 4.2 GHz Turbo max , 32Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go ( 2 X 8 Go ) DDR4 3200Mhz - Disque Dur: MSI SSD SPATIUM M371 M.2 NVME Gen3x4 1To R2350-W1700 - Carte mère: MSI A520M-A PRO mATX - Carte graphique: MSI GeForce RTX 5060 8G SHADOW 2X OC - Boîtier Gamer MSI MAG FORGE 120A AIRFLOW / ATX / 6 ventilos Auto RGB - Bloc d'alimentation MSI MAG A550BNL 550W BRONZE - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2539,,En stock,POWERED-BY-MSI-ADVANCED,"AMD Ryzen™ 5 3600 ( 3.6 GHz up to 4.2 GHz Turbo max , 32Mo Mémoire cache, Hexa",FreeDos,16 Go ( 2 X 8 Go ) DDR4 3200Mhz,MSI SSD SPATIUM M371 M.2 NVME Gen3x4 1To R2350,MSI A520M,MSI GeForce RTX 5060 8G SHADOW 2X OC,,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
60802,Pc de Bureau Gamer MYTEK i5 12è Gén 16Go RTX 5060 8Go,MOONKNIGHT-12400-5060,"Processeur: Intel Core i5-12400F ( 2.50 GHz up to 4.40 GHz Turbo max , 18Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16Go ( 2 X 8 Go ) 3200Mhz DDR4 - Disque Dur: MSI SSD SPATIUM M450 M.2  NVME Gen4x4 500Go R3600-W2300 - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte graphique: MSI GEFORCE RTX 5060 8G SHADOW 2X OC - Boîtier GAMER MSI MAG FORGE M100R WHITE Micro-ATX 4 ventilo ARGB + Controlleur - MSI BLOC D'ALIMENTATION MAG A550BNL 550W BRONZE - Dimensions: 388 x 200 x 423 mm - Couleur: Blanc - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2549,,Sur commande 48h,POWERED-BY-MSI-ADVANCED,Intel Core i5,FreeDos,16Go ( 2 X 8 Go ) 3200Mhz DDR4,MSI SSD SPATIUM M450 M.2  NVME Gen4x4 500Go R3600,MSI PRO H610M,MSI GEFORCE RTX 5060 8G SHADOW 2X OC,388 x 200 x 423 mm,1 an Retrait en Magasin ou Livraison Gratuite *,Blanc
69689,Pc de Bureau Gamer MYTEK AMD RYZEN 5 32G RTX 5060 8Go,LEON-3600-5060-32G,"Processeur: AMD Ryzen™ 5 3600 ( 3.6 GHz up to 4.2 GHz Turbo max , 32Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 32 Go ( 2 X 16 Go ) DDR4 3200Mhz - Disque Dur: MSI SSD SPATIUM M371 M.2 NVME Gen3x4 500Go R2200-W1150 - Carte mère: MSI A520M-A PRO mATX - Carte graphique: MSI GeForce RTX 5060 8G SHADOW 2X OC - Boîtier Gamer MSI MAG FORGE 120A AIRFLOW / ATX / 6 ventilos Auto RGB - Bloc d'alimentation MSI MAG A550BNL 550W BRONZE - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2549,,En stock,POWERED-BY-MSI-ADVANCED,"AMD Ryzen™ 5 3600 ( 3.6 GHz up to 4.2 GHz Turbo max , 32Mo Mémoire cache, Hexa",FreeDos,32 Go ( 2 X 16 Go ) DDR4 3200Mhz,MSI SSD SPATIUM M371 M.2 NVME Gen3x4 500Go R2200,MSI A520M,MSI GeForce RTX 5060 8G SHADOW 2X OC,,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
67810,PC de Bureau LENOVO ThinkCentre néo 50t Gen 5 i7 14è Gén 16Go 512Go SSD,12UD009XFM-16G,"Processeur: Intel Core i7 14700 (Up to 5.4 GHz Turbo max , 33 Mo de Mémoire Cache, 20-Cores ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR5-5600 - Disque Dur: 512Go SSD - Carte Graphique: Intel UHD Graphics 770 avec Wi-Fi, Bluetooth, 1x USB-C 3.2 Gen 1, 4x USB-A 3.2 Gen 1, 4x USB-A 2.0, 1x HDMI® 2.1 TMDS, 1x RJ-45, 1x DisplayPort™ 1.4a (HBR2), 1x VGA, 1x micro (3,5 mm), 1x sortie ligne (3,5 mm), 1x prise combinée casque/microphone (3,5 mm) - Couleur: Noir - Garantie: 3 ans + Clavier & Souris Retrait en Magasin ou Livraison Gratuite *",2569,,Sur commande 48h,LENOVO,"Intel Core i7 14700 (Up to 5.4 GHz Turbo max , 33 Mo de Mémoire Cache, 20",FreeDos,16 Go DDR5,512Go SSD,,Intel UHD Graphics 770 avec Wi,,3 ans + Clavier & Souris Retrait en Magasin ou Livraison Gratuite *,Noir
60760,Pc de Bureau Gamer MYTEK i5 12è Gén 32Go RTX 5060 SOLO,HUNTER-12400-5060-32G,"Processeur: Intel Core i5-12400F ( 2.50 GHz up to 4.40 GHz Turbo max , 18Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 32 Go ( 2 X 16 Go ) 3200Mhz DDR4 - Disque Dur: Patriot Disque Dur SSD INTERNE  2280 PCIe P300 512Go M.2 - Carte mère: ASUS PRIME H610M-K D4 ARGB - Carte graphique: ZOTAC GAMING GeForce RTX 5060 SOLO - Boîtier REDRAGON PAKTIS 3 3X FAN ARGB ATX NOIR - AZZA BLOC D'ALIMENTATION PSAZ 550W 80+BRONZE - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2579,,En stock,MYTEK,Intel Core i5,FreeDos,32 Go ( 2 X 16 Go ) 3200Mhz DDR4,Patriot Disque Dur SSD INTERNE  2280 PCIe P300 512Go M.2,ASUS PRIME H610M,ZOTAC GAMING GeForce RTX 5060 SOLO,,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
59692,Pc de Bureau Gamer MYTEK i5 12è Gén 16Go RTX 5060 8G,NITRO-12400-5060,"Processeur: Intel Core i5-12400F (Up to 4.40 GHz Turbo max , 18Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go ( 2 x 8 Go ) 3200Mhz DDR4 - Disque Dur: MSI SSD SPATIUM M371 M 2 NVME Gen3x4 1To R2350-W1700 - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte Graphique: MSI GeForce RTX 5060 8G SHADOW 2X OC - Boîtier MSI MAG FORGE M100R / Micro-ATX / 4 ventilo ARGB + Controlleur - MSI BLOC D'ALIMENTATION MAG A550BNL 550W BRONZE - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2609,,En stock,POWERED-BY-MSI-ADVANCED,Intel Core i5,FreeDos,16 Go ( 2 x 8 Go ) 3200Mhz DDR4,MSI SSD SPATIUM M371 M 2 NVME Gen3x4 1To R2350,MSI PRO H610M,MSI GeForce RTX 5060 8G SHADOW 2X OC,,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
60287,Pc de Bureau Gamer MYTEK AMD RYZEN 5 16G RTX 5060 8G,NITRO-5600-5060,"Processeur: AMD Ryzen™ 5 5600 ( 3.5 GHz up to 4.4 GHz Turbo max , 32Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go ( 2 X 8Go ) 3200Mhz DDR4 - Disque Dur: MSI SSD SPATIUM M371 M 2 NVME Gen3x4 1To R2350-W1700 - Carte mère: MSI B450M-A PRO MAX II - Carte Graphique: MSI GeForce RTX 5060 8G VENTUS 2X OC - Boîtier Gamer MSI MAG FORGE 120A AIRFLOW  / ATX / 6 ventilo Auto RGB - MSI BLOC D'ALIMENTATION MAG A550BNL 550W BRONZE - Dimensions: 411.6 x 210 x 498 mm - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2619,,Sur commande 48h,POWERED-BY-MSI-ADVANCED,"AMD Ryzen™ 5 5600 ( 3.5 GHz up to 4.4 GHz Turbo max , 32Mo Mémoire cache, Hexa",FreeDos,16 Go ( 2 X 8Go ) 3200Mhz DDR4,MSI SSD SPATIUM M371 M 2 NVME Gen3x4 1To R2350,MSI B450M,MSI GeForce RTX 5060 8G VENTUS 2X OC,411.6 x 210 x 498 mm,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
60265,Pc de Bureau Gamer MYTEK i5 13è Gén 16Go RTX 5060 8G,NITRO-13400-5060,"Processeur: Intel Core i5-13400F (Up to 4.60 GHz Turbo max , 20Mo Mémoire cache, 10-Cores ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go ( 2 X 8 Go ) 3200Mhz DDR4 - Disque Dur: MSI SSD SPATIUM M371 M 2 NVME Gen3x4 1To R2350-W1700 - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte Graphique: MSI GeForce RTX 5060 8G SHADOW 2X OC - Boîtier Gamer MSI MAG FORGE M100R / Micro-ATX / 4 ventilo ARGB + Controlleur - MSI BLOC D'ALIMENTATION MAG A550BNL 550W BRONZE - Dimensions: 388 x 200 x 423 mm - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2629,,En arrivage,POWERED-BY-MSI-ADVANCED,Intel Core i5,FreeDos,16 Go ( 2 X 8 Go ) 3200Mhz DDR4,MSI SSD SPATIUM M371 M 2 NVME Gen3x4 1To R2350,MSI PRO H610M,MSI GeForce RTX 5060 8G SHADOW 2X OC,388 x 200 x 423 mm,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
60814,Pc de Bureau Gamer MYTEK i5 12è Gén 16G RTX 5060 8G 1To SSD,MOONKNIGHT-12400-5060-1T,"Processeur: Intel Core i5-12400F ( 2.50 GHz up to 4.40 GHz Turbo max , 18Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16Go ( 2 x 8 Go ) 3200Mhz DDR4 - Disque Dur: MSI SSD SPATIUM M450 M.2 NVME Gen4x4 1To R3600-W3000 - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte graphique: MSI GEFORCE RTX 5060 8G SHADOW 2X OC - Boîtier GAMER MSI MAG FORGE M100R WHITE Micro-ATX 4 ventilo ARGB + Controlleur - MSI BLOC D'ALIMENTATION MAG A550BNL 550W BRONZE - Dimensions: 388 x 200 x 423 mm - Couleur: Blanc - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2649,,En arrivage,POWERED-BY-MSI-ADVANCED,Intel Core i5,FreeDos,16Go ( 2 x 8 Go ) 3200Mhz DDR4,MSI SSD SPATIUM M450 M.2 NVME Gen4x4 1To R3600,MSI PRO H610M,MSI GEFORCE RTX 5060 8G SHADOW 2X OC,388 x 200 x 423 mm,1 an Retrait en Magasin ou Livraison Gratuite *,Blanc
59316,PC de Bureau DELL OPTIPLEX 7020 MT Plus i7 14è Gén 16G 512G SSD - Noir,N009O7020MTPEMEA-16G,"Processeur: Intel Core i7 14700 (Up to 5.4 GHz Turbo max , 33Mo de Mémoire Cache, 20-Cores ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR5 - Disque Dur: 512Go SSD - Carte Graphique: Intel® UHD Graphics avec 4x USB 2.0,1x USB 3.2 Gen 2,1x USB-C 3.2 Gen 2x2, 1x USB-A 3.2 Gen 2, 3x USB-A 3.2 Gen 1, 1x RJ-45,DisplayPort 1.4a,Prise audio universelle - Couleur: Noir - Garantie: 1an Retrait en Magasin ou Livraison Gratuite *",2699,,En stock,DELL,"Intel Core i7 14700 (Up to 5.4 GHz Turbo max , 33Mo de Mémoire Cache, 20",FreeDos,16 Go DDR5,512Go SSD,,"Intel® UHD Graphics avec 4x USB 2.0,1x USB 3.2 Gen 2,1x USB",,1an Retrait en Magasin ou Livraison Gratuite *,Noir
69567,Pc de Bureau Gamer MYTEK i3 12è Gén 32Go RTX 5060 8G,HLEL-12100-5060-32G,"Processeur: Intel Core i3-12100F (Up to 4,30 GHz Turbo max , 12Mo Mémoire cache, Quad-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 32 Go ( 2 X 16 Go ) DDR4 3200Mhz - Disque Dur: MSI SSD SPATIUM M371 M.2 NVME Gen3x4 500Go R2200-W1150 - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte graphique: MSI GeForce RTX 5060 8G SHADOW 2X OC - Boîtier Gamer MSI MAG FORGE M100R WHITE / Micro-ATX / 4 ventilo ARGB + Controlleur - Bloc d'alimentation MSI MAG A550BNL 550W BRONZE - Couleur: Blanc - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2699,,En stock,POWERED-BY-MSI-ADVANCED,Intel Core i3,FreeDos,32 Go ( 2 X 16 Go ) DDR4 3200Mhz,MSI SSD SPATIUM M371 M.2 NVME Gen3x4 500Go R2200,MSI PRO H610M,MSI GeForce RTX 5060 8G SHADOW 2X OC,,1 an Retrait en Magasin ou Livraison Gratuite *,Blanc
69573,Pc de Bureau Gamer MYTEK i5 12ème Gén 16Go RTX 5060 8G,GAMRA-12400-5060,"Processeur: Intel Core i5-12400F (Up to 4.40 GHz Turbo max , 18Mo Mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go ( 2 X 8 Go ) DDR4 3200Mhz - Disque Dur: MSI SSD SPATIUM M371 M.2 NVME Gen3x4 500Go R2200-W1150 - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte graphique: MSI GeForce RTX 5060 8G SHADOW 2X OC - Refroidisseur CPU: MSI AIR-COOLER MAG COREFROZR AA13 WHITE TDP 240W - Boîtier Gamer MSI MAG FORGE M100R WHITE / Micro-ATX / 4 ventilo ARGB + Controlleur - Bloc d'alimentation MSI MAG A550BNL 550W BRONZE - Couleur: Blanc - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",2699,,En arrivage,POWERED-BY-MSI-ULTIMATE,Intel Core i5,FreeDos,16 Go ( 2 X 8 Go ) DDR4 3200Mhz,MSI SSD SPATIUM M371 M.2 NVME Gen3x4 500Go R2200,MSI PRO H610M,MSI GeForce RTX 5060 8G SHADOW 2X OC,,1 an Retrait en Magasin ou Livraison Gratuite *,Blanc
